Deduped.author.names,Author.Keywords,Year
"Yoghourdjian, V.",power graph,2015
"Yoghourdjian, V.",optimization,2015
"Yoghourdjian, V.",large-neighborhood search,2015
"Dwyer, T.",Network visualization,2015
"Dwyer, T.",graph drawing,2015
"Dwyer, T.",power graph,2015
"Dwyer, T.",optimization,2015
"Dwyer, T.",large-neighborhood search,2015
"Gange, G.",Network visualization,2015
"Gange, G.",graph drawing,2015
"Gange, G.",power graph,2015
"Gange, G.",optimization,2015
"Gange, G.",large-neighborhood search,2015
"Kieffer, S.",Network visualization,2015
"Kieffer, S.",graph drawing,2015
"Kieffer, S.",power graph,2015
"Kieffer, S.",optimization,2015
"Kieffer, S.",large-neighborhood search,2015
"Klein, K.",Network visualization,2015
"Klein, K.",graph drawing,2015
"Klein, K.",power graph,2015
"Klein, K.",optimization,2015
"Klein, K.",large-neighborhood search,2015
"Marriott, K.",Network visualization,2015
"Marriott, K.",graph drawing,2015
"Marriott, K.",power graph,2015
"Marriott, K.",optimization,2015
"Marriott, K.",large-neighborhood search,2015
"Kieffer, S.",Graph layout,2015
"Kieffer, S.",orthogonal layout,2015
"Kieffer, S.",automatic layout algorithms,2015
"Kieffer, S.",user-generated layout,2015
"Kieffer, S.",graph-drawing aesthetics,2015
"Dwyer, T.",Graph layout,2015
"Dwyer, T.",orthogonal layout,2015
"Dwyer, T.",automatic layout algorithms,2015
"Dwyer, T.",user-generated layout,2015
"Dwyer, T.",graph-drawing aesthetics,2015
"Marriott, K.",Graph layout,2015
"Marriott, K.",orthogonal layout,2015
"Marriott, K.",automatic layout algorithms,2015
"Marriott, K.",user-generated layout,2015
"Marriott, K.",graph-drawing aesthetics,2015
"Wybrow, M.",Graph layout,2015
"Wybrow, M.",orthogonal layout,2015
"Wybrow, M.",automatic layout algorithms,2015
"Wybrow, M.",user-generated layout,2015
"Wybrow, M.",graph-drawing aesthetics,2015
Sukwon Lee,Sensemaking model,2015
Sukwon Lee,information visualization,2015
Sukwon Lee,novice users,2015
Sukwon Lee,grounded theory,2015
Sukwon Lee,qualitative study,2015
Sung-Hee Kim,Sensemaking model,2015
Sung-Hee Kim,information visualization,2015
Sung-Hee Kim,novice users,2015
Sung-Hee Kim,grounded theory,2015
Sung-Hee Kim,qualitative study,2015
Ya-Hsin Hung,Sensemaking model,2015
Ya-Hsin Hung,information visualization,2015
Ya-Hsin Hung,novice users,2015
Ya-Hsin Hung,grounded theory,2015
Ya-Hsin Hung,qualitative study,2015
"Lam, H.",Sensemaking model,2015
"Lam, H.",information visualization,2015
"Lam, H.",novice users,2015
"Lam, H.",grounded theory,2015
"Lam, H.",qualitative study,2015
Youn-ah Kang,Sensemaking model,2015
Youn-ah Kang,information visualization,2015
Youn-ah Kang,novice users,2015
Youn-ah Kang,grounded theory,2015
Youn-ah Kang,qualitative study,2015
Ji Soo Yi,Sensemaking model,2015
Ji Soo Yi,information visualization,2015
Ji Soo Yi,novice users,2015
Ji Soo Yi,grounded theory,2015
Ji Soo Yi,qualitative study,2015
"Ottley, A.",Bayesian Reasoning,2015
"Ottley, A.",Visualization,2015
"Ottley, A.",Spatial Ability,2015
"Ottley, A.",Individual Differences,2015
"Peck, E.M.",Bayesian Reasoning,2015
"Peck, E.M.",Visualization,2015
"Peck, E.M.",Spatial Ability,2015
"Peck, E.M.",Individual Differences,2015
"Harrison, L.",Bayesian Reasoning,2015
"Harrison, L.",Visualization,2015
"Harrison, L.",Spatial Ability,2015
"Harrison, L.",Individual Differences,2015
"Afergan, D.",Bayesian Reasoning,2015
"Afergan, D.",Visualization,2015
"Afergan, D.",Spatial Ability,2015
"Afergan, D.",Individual Differences,2015
"Ziemkiewicz, C.",Bayesian Reasoning,2015
"Ziemkiewicz, C.",Visualization,2015
"Ziemkiewicz, C.",Spatial Ability,2015
"Ziemkiewicz, C.",Individual Differences,2015
"Taylor, H.A.",Bayesian Reasoning,2015
"Taylor, H.A.",Visualization,2015
"Taylor, H.A.",Spatial Ability,2015
"Taylor, H.A.",Individual Differences,2015
"Han, P.K.J.",Bayesian Reasoning,2015
"Han, P.K.J.",Visualization,2015
"Han, P.K.J.",Spatial Ability,2015
"Han, P.K.J.",Individual Differences,2015
"Chang, R.",Bayesian Reasoning,2015
"Chang, R.",Visualization,2015
"Chang, R.",Spatial Ability,2015
"Chang, R.",Individual Differences,2015
"Brehmer, M.",Design study,2015
"Brehmer, M.",design methodologies,2015
"Brehmer, M.",time series data,2015
"Brehmer, M.",task and requirements analysis,2015
"Brehmer, M.",coordinated and multiple views,2015
"Ng, J.",Design study,2015
"Ng, J.",design methodologies,2015
"Ng, J.",time series data,2015
"Ng, J.",task and requirements analysis,2015
"Ng, J.",coordinated and multiple views,2015
"Tate, K.",Design study,2015
"Tate, K.",design methodologies,2015
"Tate, K.",time series data,2015
"Tate, K.",task and requirements analysis,2015
"Tate, K.",coordinated and multiple views,2015
"Munzner, T.",Design study,2015
"Munzner, T.",design methodologies,2015
"Munzner, T.",time series data,2015
"Munzner, T.",task and requirements analysis,2015
"Munzner, T.",coordinated and multiple views,2015
"Albo, Y.",Visualization evaluation,2015
"Albo, Y.",radial layout design,2015
"Albo, Y.",composite indicator visualization,2015
"Albo, Y.",experiment,2015
"Lanir, J.",Visualization evaluation,2015
"Lanir, J.",radial layout design,2015
"Lanir, J.",composite indicator visualization,2015
"Lanir, J.",experiment,2015
"Bak, P.",Visualization evaluation,2015
"Bak, P.",radial layout design,2015
"Bak, P.",composite indicator visualization,2015
"Bak, P.",experiment,2015
"Rafaeli, S.",Visualization evaluation,2015
"Rafaeli, S.",radial layout design,2015
"Rafaeli, S.",composite indicator visualization,2015
"Rafaeli, S.",experiment,2015
"Lehmann, D.J.",Multivariate Projections,2015
"Lehmann, D.J.",Star Coordinates,2015
"Lehmann, D.J.",Radial Visualization,2015
"Lehmann, D.J.",High-dimensional Data,2015
"Theisel, H.",Multivariate Projections,2015
"Theisel, H.",Star Coordinates,2015
"Theisel, H.",Radial Visualization,2015
"Theisel, H.",High-dimensional Data,2015
"Raidou, R.G.",Parallel Coordinates,2015
"Raidou, R.G.",Orientation-enhanced Parallel Coordinates,2015
"Raidou, R.G.",Brushing,2015
"Raidou, R.G.",Orientation-enhanced Brushing,2015
"Raidou, R.G.",Data Readability,2015
"Raidou, R.G.",Data Selection,2015
"Eisemann, M.",Parallel Coordinates,2015
"Eisemann, M.",Orientation-enhanced Parallel Coordinates,2015
"Eisemann, M.",Brushing,2015
"Eisemann, M.",Orientation-enhanced Brushing,2015
"Eisemann, M.",Data Readability,2015
"Eisemann, M.",Data Selection,2015
"Breeuwer, M.",Parallel Coordinates,2015
"Breeuwer, M.",Orientation-enhanced Parallel Coordinates,2015
"Breeuwer, M.",Brushing,2015
"Breeuwer, M.",Orientation-enhanced Brushing,2015
"Breeuwer, M.",Data Readability,2015
"Breeuwer, M.",Data Selection,2015
"Eisemann, E.",Parallel Coordinates,2015
"Eisemann, E.",Orientation-enhanced Parallel Coordinates,2015
"Eisemann, E.",Brushing,2015
"Eisemann, E.",Orientation-enhanced Brushing,2015
"Eisemann, E.",Data Readability,2015
"Eisemann, E.",Data Selection,2015
"Vilanova, A.",Parallel Coordinates,2015
"Vilanova, A.",Orientation-enhanced Parallel Coordinates,2015
"Vilanova, A.",Brushing,2015
"Vilanova, A.",Orientation-enhanced Brushing,2015
"Vilanova, A.",Data Readability,2015
"Vilanova, A.",Data Selection,2015
"McCurdy, N.",Visualization in the humanities,2015
"McCurdy, N.",design studies,2015
"McCurdy, N.",text and document data,2015
"McCurdy, N.",graph/network data,2015
"Lein, J.",Visualization in the humanities,2015
"Lein, J.",design studies,2015
"Lein, J.",text and document data,2015
"Lein, J.",graph/network data,2015
"Coles, K.",Visualization in the humanities,2015
"Coles, K.",design studies,2015
"Coles, K.",text and document data,2015
"Coles, K.",graph/network data,2015
"Meyer, M.",Visualization in the humanities,2015
"Meyer, M.",design studies,2015
"Meyer, M.",text and document data,2015
"Meyer, M.",graph/network data,2015
"Stahnke, J.",Information visualization,2015
"Stahnke, J.",interactivity,2015
"Stahnke, J.",dimensionality reduction,2015
"Stahnke, J.",multidimensional scaling,2015
"DÃ¶rk, M.",Information visualization,2015
"DÃ¶rk, M.",interactivity,2015
"DÃ¶rk, M.",dimensionality reduction,2015
"DÃ¶rk, M.",multidimensional scaling,2015
"MÃ¼ller, B.",Information visualization,2015
"MÃ¼ller, B.",interactivity,2015
"MÃ¼ller, B.",dimensionality reduction,2015
"MÃ¼ller, B.",multidimensional scaling,2015
"Thom, A.",Information visualization,2015
"Thom, A.",interactivity,2015
"Thom, A.",dimensionality reduction,2015
"Thom, A.",multidimensional scaling,2015
"Satyanarayan, A.",Information visualization,2015
"Satyanarayan, A.",systems,2015
"Satyanarayan, A.",toolkits,2015
"Satyanarayan, A.",declarative specification,2015
"Satyanarayan, A.",optimization,2015
"Satyanarayan, A.",interaction,2015
"Satyanarayan, A.",streaming data,2015
"Russell, R.",Information visualization,2015
"Russell, R.",systems,2015
"Russell, R.",toolkits,2015
"Russell, R.",declarative specification,2015
"Russell, R.",optimization,2015
"Russell, R.",interaction,2015
"Russell, R.",streaming data,2015
"Hoffswell, J.",Information visualization,2015
"Hoffswell, J.",systems,2015
"Hoffswell, J.",toolkits,2015
"Hoffswell, J.",declarative specification,2015
"Hoffswell, J.",optimization,2015
"Hoffswell, J.",interaction,2015
"Hoffswell, J.",streaming data,2015
"Heer, J.",Information visualization,2015
"Heer, J.",systems,2015
"Heer, J.",toolkits,2015
"Heer, J.",declarative specification,2015
"Heer, J.",optimization,2015
"Heer, J.",interaction,2015
"Heer, J.",streaming data,2015
"CohÃ©, A.",Fisheye,2015
"CohÃ©, A.",vector-scaling,2015
"CohÃ©, A.",content-aware,2015
"CohÃ©, A.",network schematics,2015
"CohÃ©, A.",interactive zoom,2015
"CohÃ©, A.",navigation,2015
"CohÃ©, A.",information visualization,2015
"Liutkus, B.",Fisheye,2015
"Liutkus, B.",vector-scaling,2015
"Liutkus, B.",content-aware,2015
"Liutkus, B.",network schematics,2015
"Liutkus, B.",interactive zoom,2015
"Liutkus, B.",navigation,2015
"Liutkus, B.",information visualization,2015
"Bailly, G.",Fisheye,2015
"Bailly, G.",vector-scaling,2015
"Bailly, G.",content-aware,2015
"Bailly, G.",network schematics,2015
"Bailly, G.",interactive zoom,2015
"Bailly, G.",navigation,2015
"Bailly, G.",information visualization,2015
"Eagan, J.",Fisheye,2015
"Eagan, J.",vector-scaling,2015
"Eagan, J.",content-aware,2015
"Eagan, J.",network schematics,2015
"Eagan, J.",interactive zoom,2015
"Eagan, J.",navigation,2015
"Eagan, J.",information visualization,2015
"Lecolinet, E.",Fisheye,2015
"Lecolinet, E.",vector-scaling,2015
"Lecolinet, E.",content-aware,2015
"Lecolinet, E.",network schematics,2015
"Lecolinet, E.",interactive zoom,2015
"Lecolinet, E.",navigation,2015
"Lecolinet, E.",information visualization,2015
"Roberts, J.C.",Lo-fidelity prototyping,2015
"Roberts, J.C.",User-centred design,2015
"Roberts, J.C.",Sketching for visualization,2015
"Roberts, J.C.",Ideation,2015
"Headleand, C.",Lo-fidelity prototyping,2015
"Headleand, C.",User-centred design,2015
"Headleand, C.",Sketching for visualization,2015
"Headleand, C.",Ideation,2015
"Ritsos, P.D.",Lo-fidelity prototyping,2015
"Ritsos, P.D.",User-centred design,2015
"Ritsos, P.D.",Sketching for visualization,2015
"Ritsos, P.D.",Ideation,2015
"VanderPlas, S.",Data visualization,2015
"VanderPlas, S.",Perception,2015
"VanderPlas, S.",Statistical graphics,2015
"VanderPlas, S.",Statistical computing,2015
"Hofmann, H.",Data visualization,2015
"Hofmann, H.",Perception,2015
"Hofmann, H.",Statistical graphics,2015
"Hofmann, H.",Statistical computing,2015
"Hinrichs, U.",Digital Humanities,2015
"Hinrichs, U.",Interlinked Visualization,2015
"Hinrichs, U.",Literary Studies,2015
"Hinrichs, U.",Cultural Collections,2015
"Hinrichs, U.",Science Fiction,2015
"Forlini, S.",Digital Humanities,2015
"Forlini, S.",Interlinked Visualization,2015
"Forlini, S.",Literary Studies,2015
"Forlini, S.",Cultural Collections,2015
"Forlini, S.",Science Fiction,2015
"Moynihan, B.",Digital Humanities,2015
"Moynihan, B.",Interlinked Visualization,2015
"Moynihan, B.",Literary Studies,2015
"Moynihan, B.",Cultural Collections,2015
"Moynihan, B.",Science Fiction,2015
"Boy, J.",Suggested interactivity,2015
"Boy, J.",perceived affordances,2015
"Boy, J.",information visualization for the people,2015
"Boy, J.",online visualization,2015
"Eveillard, L.",Suggested interactivity,2015
"Eveillard, L.",perceived affordances,2015
"Eveillard, L.",information visualization for the people,2015
"Eveillard, L.",online visualization,2015
"Detienne, F.",Suggested interactivity,2015
"Detienne, F.",perceived affordances,2015
"Detienne, F.",information visualization for the people,2015
"Detienne, F.",online visualization,2015
"Fekete, J.",Suggested interactivity,2015
"Fekete, J.",perceived affordances,2015
"Fekete, J.",information visualization for the people,2015
"Fekete, J.",online visualization,2015
"Bach, B.",Temporal data visualization,2015
"Bach, B.",information visualization,2015
"Bach, B.",multidimensional scaling,2015
Conglei Shi,Temporal data visualization,2015
Conglei Shi,information visualization,2015
Conglei Shi,multidimensional scaling,2015
"Heulot, N.",Temporal data visualization,2015
"Heulot, N.",information visualization,2015
"Heulot, N.",multidimensional scaling,2015
"Madhyastha, T.",Temporal data visualization,2015
"Madhyastha, T.",information visualization,2015
"Madhyastha, T.",multidimensional scaling,2015
"Grabowski, T.",Temporal data visualization,2015
"Grabowski, T.",information visualization,2015
"Grabowski, T.",multidimensional scaling,2015
"Dragicevic, P.",Temporal data visualization,2015
"Dragicevic, P.",information visualization,2015
"Dragicevic, P.",multidimensional scaling,2015
"Walker, J.",Time-series Exploration,2015
"Walker, J.",Focus+Context,2015
"Walker, J.",Lens,2015
"Walker, J.",Interaction Techniques,2015
"Borgo, R.",Time-series Exploration,2015
"Borgo, R.",Focus+Context,2015
"Borgo, R.",Lens,2015
"Borgo, R.",Interaction Techniques,2015
"Jones, M.W.",Time-series Exploration,2015
"Jones, M.W.",Focus+Context,2015
"Jones, M.W.",Lens,2015
"Jones, M.W.",Interaction Techniques,2015
"Loorak, M.H.",Multi-dimensional data,2015
"Loorak, M.H.",Temporal event sequences,2015
"Loorak, M.H.",Electronic health records,2015
"Perin, C.",Multi-dimensional data,2015
"Perin, C.",Temporal event sequences,2015
"Perin, C.",Electronic health records,2015
"Kamal, N.",Multi-dimensional data,2015
"Kamal, N.",Temporal event sequences,2015
"Kamal, N.",Electronic health records,2015
"Hill, M.",Multi-dimensional data,2015
"Hill, M.",Temporal event sequences,2015
"Hill, M.",Electronic health records,2015
"Carpendale, S.",Multi-dimensional data,2015
"Carpendale, S.",Temporal event sequences,2015
"Carpendale, S.",Electronic health records,2015
"Strobelt, H.",Biology visualization,2015
"Strobelt, H.",protein isoforms,2015
"Strobelt, H.",mRNA-seq,2015
"Strobelt, H.",directed acyclic graphs,2015
"Strobelt, H.",multivariate networks,2015
"Alsallakh, B.",Biology visualization,2015
"Alsallakh, B.",protein isoforms,2015
"Alsallakh, B.",mRNA-seq,2015
"Alsallakh, B.",directed acyclic graphs,2015
"Alsallakh, B.",multivariate networks,2015
"Botros, J.",Biology visualization,2015
"Botros, J.",protein isoforms,2015
"Botros, J.",mRNA-seq,2015
"Botros, J.",directed acyclic graphs,2015
"Botros, J.",multivariate networks,2015
"Peterson, B.",Biology visualization,2015
"Peterson, B.",protein isoforms,2015
"Peterson, B.",mRNA-seq,2015
"Peterson, B.",directed acyclic graphs,2015
"Peterson, B.",multivariate networks,2015
"Borowsky, M.",Biology visualization,2015
"Borowsky, M.",protein isoforms,2015
"Borowsky, M.",mRNA-seq,2015
"Borowsky, M.",directed acyclic graphs,2015
"Borowsky, M.",multivariate networks,2015
"Pfister, H.",Biology visualization,2015
"Pfister, H.",protein isoforms,2015
"Pfister, H.",mRNA-seq,2015
"Pfister, H.",directed acyclic graphs,2015
"Pfister, H.",multivariate networks,2015
"Lex, A.",Biology visualization,2015
"Lex, A.",protein isoforms,2015
"Lex, A.",mRNA-seq,2015
"Lex, A.",directed acyclic graphs,2015
"Lex, A.",multivariate networks,2015
"Gschwandtner, T.",Uncertainty,2015
"Gschwandtner, T.",temporal intervals,2015
"Gschwandtner, T.",visualization,2015
"BÃ¶gl, M.",Uncertainty,2015
"BÃ¶gl, M.",temporal intervals,2015
"BÃ¶gl, M.",visualization,2015
"Federico, P.",Uncertainty,2015
"Federico, P.",temporal intervals,2015
"Federico, P.",visualization,2015
"Miksch, S.",Uncertainty,2015
"Miksch, S.",temporal intervals,2015
"Miksch, S.",visualization,2015
"Thudt, A.",Visual Memento,2015
"Thudt, A.",Memories,2015
"Thudt, A.",Personal Visualization,2015
"Thudt, A.",Movement Data,2015
"Thudt, A.",World Wide Web,2015
"Baur, D.",Visual Memento,2015
"Baur, D.",Memories,2015
"Baur, D.",Personal Visualization,2015
"Baur, D.",Movement Data,2015
"Baur, D.",World Wide Web,2015
"Huron, S.",Visual Memento,2015
"Huron, S.",Memories,2015
"Huron, S.",Personal Visualization,2015
"Huron, S.",Movement Data,2015
"Huron, S.",World Wide Web,2015
"Carpendale, S.",Visual Memento,2015
"Carpendale, S.",Memories,2015
"Carpendale, S.",Personal Visualization,2015
"Carpendale, S.",Movement Data,2015
"Carpendale, S.",World Wide Web,2015
"Scheepens, R.",Moving Object Visualization,2015
"Scheepens, R.",traffic flows,2015
"Scheepens, R.",interaction,2015
"Hurter, C.",Moving Object Visualization,2015
"Hurter, C.",traffic flows,2015
"Hurter, C.",interaction,2015
"van de Wetering, H.",Moving Object Visualization,2015
"van de Wetering, H.",traffic flows,2015
"van de Wetering, H.",interaction,2015
"van Wijk, J.J.",Moving Object Visualization,2015
"van Wijk, J.J.",traffic flows,2015
"van Wijk, J.J.",interaction,2015
"Goodwin, S.",Scale,2015
"Goodwin, S.",Geography,2015
"Goodwin, S.",Multivariate,2015
"Goodwin, S.",Sensitivity Analysis,2015
"Goodwin, S.",Variable Selection,2015
"Goodwin, S.",Local Statistics,2015
"Goodwin, S.",Geodemographics,2015
"Goodwin, S.",Energy,2015
"Dykes, J.",Scale,2015
"Dykes, J.",Geography,2015
"Dykes, J.",Multivariate,2015
"Dykes, J.",Sensitivity Analysis,2015
"Dykes, J.",Variable Selection,2015
"Dykes, J.",Local Statistics,2015
"Dykes, J.",Geodemographics,2015
"Dykes, J.",Energy,2015
"Slingsby, A.",Scale,2015
"Slingsby, A.",Geography,2015
"Slingsby, A.",Multivariate,2015
"Slingsby, A.",Sensitivity Analysis,2015
"Slingsby, A.",Variable Selection,2015
"Slingsby, A.",Local Statistics,2015
"Slingsby, A.",Geodemographics,2015
"Slingsby, A.",Energy,2015
"Turkay, C.",Scale,2015
"Turkay, C.",Geography,2015
"Turkay, C.",Multivariate,2015
"Turkay, C.",Sensitivity Analysis,2015
"Turkay, C.",Variable Selection,2015
"Turkay, C.",Local Statistics,2015
"Turkay, C.",Geodemographics,2015
"Turkay, C.",Energy,2015
"Quinan, P.S.",Design study,2015
"Quinan, P.S.",weather,2015
"Quinan, P.S.",geographic/geospatial visualization,2015
"Quinan, P.S.",ensemble data,2015
"Meyer, M.",Design study,2015
"Meyer, M.",weather,2015
"Meyer, M.",geographic/geospatial visualization,2015
"Meyer, M.",ensemble data,2015
"Wongsuphasawat, K.",User interfaces,2015
"Wongsuphasawat, K.",information visualization,2015
"Wongsuphasawat, K.",exploratory analysis,2015
"Wongsuphasawat, K.",visualization recommendation,2015
"Wongsuphasawat, K.",mixed-initiative systems,2015
"Moritz, D.",User interfaces,2015
"Moritz, D.",information visualization,2015
"Moritz, D.",exploratory analysis,2015
"Moritz, D.",visualization recommendation,2015
"Moritz, D.",mixed-initiative systems,2015
"Anand, A.",User interfaces,2015
"Anand, A.",information visualization,2015
"Anand, A.",exploratory analysis,2015
"Anand, A.",visualization recommendation,2015
"Anand, A.",mixed-initiative systems,2015
"Mackinlay, J.",User interfaces,2015
"Mackinlay, J.",information visualization,2015
"Mackinlay, J.",exploratory analysis,2015
"Mackinlay, J.",visualization recommendation,2015
"Mackinlay, J.",mixed-initiative systems,2015
"Howe, B.",User interfaces,2015
"Howe, B.",information visualization,2015
"Howe, B.",exploratory analysis,2015
"Howe, B.",visualization recommendation,2015
"Howe, B.",mixed-initiative systems,2015
"Heer, J.",User interfaces,2015
"Heer, J.",information visualization,2015
"Heer, J.",exploratory analysis,2015
"Heer, J.",visualization recommendation,2015
"Heer, J.",mixed-initiative systems,2015
"Laha, B.",Task Taxonomy,2015
"Laha, B.",Empirical Evaluation,2015
"Laha, B.",Volume Visualization,2015
"Laha, B.",Scientific Visualization,2015
"Laha, B.",Virtual Reality,2015
"Laha, B.",3D Interaction,2015
"Bowman, D.A.",Task Taxonomy,2015
"Bowman, D.A.",Empirical Evaluation,2015
"Bowman, D.A.",Volume Visualization,2015
"Bowman, D.A.",Scientific Visualization,2015
"Bowman, D.A.",Virtual Reality,2015
"Bowman, D.A.",3D Interaction,2015
"Laidlaw, D.H.",Task Taxonomy,2015
"Laidlaw, D.H.",Empirical Evaluation,2015
"Laidlaw, D.H.",Volume Visualization,2015
"Laidlaw, D.H.",Scientific Visualization,2015
"Laidlaw, D.H.",Virtual Reality,2015
"Laidlaw, D.H.",3D Interaction,2015
"Socha, J.J.",Task Taxonomy,2015
"Socha, J.J.",Empirical Evaluation,2015
"Socha, J.J.",Volume Visualization,2015
"Socha, J.J.",Scientific Visualization,2015
"Socha, J.J.",Virtual Reality,2015
"Socha, J.J.",3D Interaction,2015
"Liao, H.",Weather forecast,2015
"Liao, H.",analog method,2015
"Liao, H.",calibration,2015
"Liao, H.",majority voting,2015
"Liao, H.",visual analytics,2015
"Wu, Y.",Weather forecast,2015
"Wu, Y.",analog method,2015
"Wu, Y.",calibration,2015
"Wu, Y.",majority voting,2015
"Wu, Y.",visual analytics,2015
"Chen, L.",Weather forecast,2015
"Chen, L.",analog method,2015
"Chen, L.",calibration,2015
"Chen, L.",majority voting,2015
"Chen, L.",visual analytics,2015
"Hamill, T.M.",Weather forecast,2015
"Hamill, T.M.",analog method,2015
"Hamill, T.M.",calibration,2015
"Hamill, T.M.",majority voting,2015
"Hamill, T.M.",visual analytics,2015
"Wang, Y.",Weather forecast,2015
"Wang, Y.",analog method,2015
"Wang, Y.",calibration,2015
"Wang, Y.",majority voting,2015
"Wang, Y.",visual analytics,2015
"Dai, K.",Weather forecast,2015
"Dai, K.",analog method,2015
"Dai, K.",calibration,2015
"Dai, K.",majority voting,2015
"Dai, K.",visual analytics,2015
"Zhang, H.",Weather forecast,2015
"Zhang, H.",analog method,2015
"Zhang, H.",calibration,2015
"Zhang, H.",majority voting,2015
"Zhang, H.",visual analytics,2015
"Chen, W.",Weather forecast,2015
"Chen, W.",analog method,2015
"Chen, W.",calibration,2015
"Chen, W.",majority voting,2015
"Chen, W.",visual analytics,2015
"Hermann, M.",Statistical deformation model,2015
"Hermann, M.",stationary velocity fields,2015
"Hermann, M.",image warping,2015
"Hermann, M.",interactive visual analysis,2015
"Schunke, A.C.",Statistical deformation model,2015
"Schunke, A.C.",stationary velocity fields,2015
"Schunke, A.C.",image warping,2015
"Schunke, A.C.",interactive visual analysis,2015
"Schultz, T.",Statistical deformation model,2015
"Schultz, T.",stationary velocity fields,2015
"Schultz, T.",image warping,2015
"Schultz, T.",interactive visual analysis,2015
"Klein, R.",Statistical deformation model,2015
"Klein, R.",stationary velocity fields,2015
"Klein, R.",image warping,2015
"Klein, R.",interactive visual analysis,2015
"Weiss, K.",Multilinear interpolation,2015
"Weiss, K.",adaptive wavelets,2015
"Weiss, K.",multiresolution models,2015
"Weiss, K.",octrees,2015
"Weiss, K.",continuous reconstruction,2015
"Lindstrom, P.",Multilinear interpolation,2015
"Lindstrom, P.",adaptive wavelets,2015
"Lindstrom, P.",multiresolution models,2015
"Lindstrom, P.",octrees,2015
"Lindstrom, P.",continuous reconstruction,2015
"Byska, J.",Protein,2015
"Byska, J.",tunnel,2015
"Byska, J.",molecular dynamics,2015
"Byska, J.",aggregation,2015
"Byska, J.",interaction,2015
"Le Muzic, M.",Protein,2015
"Le Muzic, M.",tunnel,2015
"Le Muzic, M.",molecular dynamics,2015
"Le Muzic, M.",aggregation,2015
"Le Muzic, M.",interaction,2015
"Groller, E.",Protein,2015
"Groller, E.",tunnel,2015
"Groller, E.",molecular dynamics,2015
"Groller, E.",aggregation,2015
"Groller, E.",interaction,2015
"Viola, I.",Protein,2015
"Viola, I.",tunnel,2015
"Viola, I.",molecular dynamics,2015
"Viola, I.",aggregation,2015
"Viola, I.",interaction,2015
"Kozlikova, B.",Protein,2015
"Kozlikova, B.",tunnel,2015
"Kozlikova, B.",molecular dynamics,2015
"Kozlikova, B.",aggregation,2015
"Kozlikova, B.",interaction,2015
"Ament, M.",Direct volume rendering,2015
"Ament, M.",volume illumination,2015
"Ament, M.",anisotropic shading,2015
"Dachsbacher, C.",Direct volume rendering,2015
"Dachsbacher, C.",volume illumination,2015
"Dachsbacher, C.",anisotropic shading,2015
Xiaotong Liu,Multivariate data,2015
Xiaotong Liu,association analysis,2015
Xiaotong Liu,visual exploration,2015
Xiaotong Liu,multiple views,2015
Han-Wei Shen,Multivariate data,2015
Han-Wei Shen,association analysis,2015
Han-Wei Shen,visual exploration,2015
Han-Wei Shen,multiple views,2015
"Park, S.",Multivariate data,2015
"Park, S.",association analysis,2015
"Park, S.",visual exploration,2015
"Park, S.",multiple views,2015
"Seo, H.",Multivariate data,2015
"Seo, H.",association analysis,2015
"Seo, H.",visual exploration,2015
"Seo, H.",multiple views,2015
"Cha, S.",Multivariate data,2015
"Cha, S.",association analysis,2015
"Cha, S.",visual exploration,2015
"Cha, S.",multiple views,2015
"Noh, J.",Multivariate data,2015
"Noh, J.",association analysis,2015
"Noh, J.",visual exploration,2015
"Noh, J.",multiple views,2015
Lingyun Yu,Selection,2015
Lingyun Yu,spatial selection,2015
Lingyun Yu,structure-aware selection,2015
Lingyun Yu,context-aware selection,2015
Lingyun Yu,exploratory data visualization and analysis,2015
Lingyun Yu,3D interaction,2015
Lingyun Yu,user interaction,2015
"Efstathiou, K.",Selection,2015
"Efstathiou, K.",spatial selection,2015
"Efstathiou, K.",structure-aware selection,2015
"Efstathiou, K.",context-aware selection,2015
"Efstathiou, K.",exploratory data visualization and analysis,2015
"Efstathiou, K.",3D interaction,2015
"Efstathiou, K.",user interaction,2015
"Isenberg, P.",Selection,2015
"Isenberg, P.",spatial selection,2015
"Isenberg, P.",structure-aware selection,2015
"Isenberg, P.",context-aware selection,2015
"Isenberg, P.",exploratory data visualization and analysis,2015
"Isenberg, P.",3D interaction,2015
"Isenberg, P.",user interaction,2015
"Isenberg, T.",Selection,2015
"Isenberg, T.",spatial selection,2015
"Isenberg, T.",structure-aware selection,2015
"Isenberg, T.",context-aware selection,2015
"Isenberg, T.",exploratory data visualization and analysis,2015
"Isenberg, T.",3D interaction,2015
"Isenberg, T.",user interaction,2015
"Oeltze-Jafra, S.",Blood Flow,2015
"Oeltze-Jafra, S.",Aneurysm,2015
"Oeltze-Jafra, S.",Clustering,2015
"Oeltze-Jafra, S.",Vortex Dynamics,2015
"Oeltze-Jafra, S.",Embedded Vortices,2015
"Cebral, J.R.",Blood Flow,2015
"Cebral, J.R.",Aneurysm,2015
"Cebral, J.R.",Clustering,2015
"Cebral, J.R.",Vortex Dynamics,2015
"Cebral, J.R.",Embedded Vortices,2015
"Janiga, G.",Blood Flow,2015
"Janiga, G.",Aneurysm,2015
"Janiga, G.",Clustering,2015
"Janiga, G.",Vortex Dynamics,2015
"Janiga, G.",Embedded Vortices,2015
"Preim, B.",Blood Flow,2015
"Preim, B.",Aneurysm,2015
