Deduped.author.names,Author.Keywords,Year
"Ware, C.",linear discriminant analysis,2006
"Ware, C.",parallel coordinates,2006
"Ware, C.",decision trees,2006
"Laney, D.",topology,2006
"Laney, D.",multi-resolution,2006
"Laney, D.",Morse theory,2006
"Bremer, P.-T.",topology,2006
"Bremer, P.-T.",multi-resolution,2006
"Bremer, P.-T.",Morse theory,2006
"Mascarenhas, A.",topology,2006
"Mascarenhas, A.",multi-resolution,2006
"Mascarenhas, A.",Morse theory,2006
"Miller, P.",topology,2006
"Miller, P.",multi-resolution,2006
"Miller, P.",Morse theory,2006
"Pascucci, V.",topology,2006
"Pascucci, V.",multi-resolution,2006
"Pascucci, V.",Morse theory,2006
"Waters, K.W.",Isosurface,2006
"Waters, K.W.",time-varying,2006
"Waters, K.W.",span space,2006
"Waters, K.W.",out-of-core,2006
"Waters, K.W.",point-based rendering,2006
"Co, C.S.",Isosurface,2006
"Co, C.S.",time-varying,2006
"Co, C.S.",span space,2006
"Co, C.S.",out-of-core,2006
"Co, C.S.",point-based rendering,2006
"Joy, K.I.",Isosurface,2006
"Joy, K.I.",time-varying,2006
"Joy, K.I.",span space,2006
"Joy, K.I.",out-of-core,2006
"Joy, K.I.",point-based rendering,2006
"Sreng, J.",virtual prototyping,2006
"Sreng, J.",assembly/maintenance simulation,2006
"Sreng, J.",visual cues,2006
"Sreng, J.",glyph,2006
"Sreng, J.",light,2006
"Sreng, J.",contact,2006
"Sreng, J.",proximity,2006
"Sreng, J.",force,2006
"Lecuyer, A.",virtual prototyping,2006
"Lecuyer, A.",assembly/maintenance simulation,2006
"Lecuyer, A.",visual cues,2006
"Lecuyer, A.",glyph,2006
"Lecuyer, A.",light,2006
"Lecuyer, A.",contact,2006
"Lecuyer, A.",proximity,2006
"Lecuyer, A.",force,2006
"Megard, C.",virtual prototyping,2006
"Megard, C.",assembly/maintenance simulation,2006
"Megard, C.",visual cues,2006
"Megard, C.",glyph,2006
"Megard, C.",light,2006
"Megard, C.",contact,2006
"Megard, C.",proximity,2006
"Megard, C.",force,2006
"Andriot, C.",virtual prototyping,2006
"Andriot, C.",assembly/maintenance simulation,2006
"Andriot, C.",visual cues,2006
"Andriot, C.",glyph,2006
"Andriot, C.",light,2006
"Andriot, C.",contact,2006
"Andriot, C.",proximity,2006
"Andriot, C.",force,2006
"Chen, M.",Video visualization,2006
"Chen, M.",volume visualization,2006
"Chen, M.",flow visualization,2006
"Chen, M.",human factors,2006
"Chen, M.",user study,2006
"Chen, M.",visual signatures,2006
"Chen, M.",video processing,2006
"Chen, M.",optical flow,2006
"Chen, M.",GPU rendering,2006
"Hashim, R.R.",Video visualization,2006
"Hashim, R.R.",volume visualization,2006
"Hashim, R.R.",flow visualization,2006
"Hashim, R.R.",human factors,2006
"Hashim, R.R.",user study,2006
"Hashim, R.R.",visual signatures,2006
"Hashim, R.R.",video processing,2006
"Hashim, R.R.",optical flow,2006
"Hashim, R.R.",GPU rendering,2006
"Botchen, R.P.",Video visualization,2006
"Botchen, R.P.",volume visualization,2006
"Botchen, R.P.",flow visualization,2006
"Botchen, R.P.",human factors,2006
"Botchen, R.P.",user study,2006
"Botchen, R.P.",visual signatures,2006
"Botchen, R.P.",video processing,2006
"Botchen, R.P.",optical flow,2006
"Botchen, R.P.",GPU rendering,2006
"Weiskopf, D.",Video visualization,2006
"Weiskopf, D.",volume visualization,2006
"Weiskopf, D.",flow visualization,2006
"Weiskopf, D.",human factors,2006
"Weiskopf, D.",user study,2006
"Weiskopf, D.",visual signatures,2006
"Weiskopf, D.",video processing,2006
"Weiskopf, D.",optical flow,2006
"Weiskopf, D.",GPU rendering,2006
"Ertl, T.",Video visualization,2006
"Ertl, T.",volume visualization,2006
"Ertl, T.",flow visualization,2006
"Ertl, T.",human factors,2006
"Ertl, T.",user study,2006
"Ertl, T.",visual signatures,2006
"Ertl, T.",video processing,2006
"Ertl, T.",optical flow,2006
"Ertl, T.",GPU rendering,2006
"Thornton, I.M.",Video visualization,2006
"Thornton, I.M.",volume visualization,2006
"Thornton, I.M.",flow visualization,2006
"Thornton, I.M.",human factors,2006
"Thornton, I.M.",user study,2006
"Thornton, I.M.",visual signatures,2006
"Thornton, I.M.",video processing,2006
"Thornton, I.M.",optical flow,2006
"Thornton, I.M.",GPU rendering,2006
"de Leeuw, W.",Biomedical visualization,2006
"de Leeuw, W.",features in volume data sets,2006
"de Leeuw, W.",large data set visualization,2006
"Verschure, P.J.",Biomedical visualization,2006
"Verschure, P.J.",features in volume data sets,2006
"Verschure, P.J.",large data set visualization,2006
"van Liere, R.",Biomedical visualization,2006
"van Liere, R.",features in volume data sets,2006
"van Liere, R.",large data set visualization,2006
"Melek, Z.",neuron visualization,2006
"Melek, Z.",GPU acceleration,2006
"Melek, Z.",global illumination,2006
"Melek, Z.",orientation filtering,2006
"Mayerich, D.",neuron visualization,2006
"Mayerich, D.",GPU acceleration,2006
"Mayerich, D.",global illumination,2006
"Mayerich, D.",orientation filtering,2006
"Yuksel, C.",neuron visualization,2006
"Yuksel, C.",GPU acceleration,2006
"Yuksel, C.",global illumination,2006
"Yuksel, C.",orientation filtering,2006
"Keyser, J.",neuron visualization,2006
"Keyser, J.",GPU acceleration,2006
"Keyser, J.",global illumination,2006
"Keyser, J.",orientation filtering,2006
"Sadlo, F.",Flow visualization,2006
"Sadlo, F.",vorticity transport,2006
"Sadlo, F.",unsteady flow,2006
"Sadlo, F.",linked views,2006
"Peikert, R.",Flow visualization,2006
"Peikert, R.",vorticity transport,2006
"Peikert, R.",unsteady flow,2006
"Peikert, R.",linked views,2006
"Sick, M.",Flow visualization,2006
"Sick, M.",vorticity transport,2006
"Sick, M.",unsteady flow,2006
"Sick, M.",linked views,2006
"Jankun-Kelly, M.",Vortex detection,2006
"Jankun-Kelly, M.",vortex visualization,2006
"Jankun-Kelly, M.",feature mining,2006
"Jiang, M.",Vortex detection,2006
"Jiang, M.",vortex visualization,2006
"Jiang, M.",feature mining,2006
"Thompson, D.",Vortex detection,2006
"Thompson, D.",vortex visualization,2006
"Thompson, D.",feature mining,2006
"Machiraju, R.",Vortex detection,2006
"Machiraju, R.",vortex visualization,2006
"Machiraju, R.",feature mining,2006
"Wattenberg, M.",Hierarchy Visualization,2005
"Zotti, G.",Archaeology,2005
"Zotti, G.",Astronomy,2005
"Zotti, G.",data mining,2005
"Groller, E.",Archaeology,2005
"Groller, E.",Astronomy,2005
"Groller, E.",data mining,2005
"Allendoerfer, K.",Cognitive Walkthrough,2005
"Allendoerfer, K.",usability inspection methods,2005
"Allendoerfer, K.",bibliographic networks,2005
"Aluker, S.",Cognitive Walkthrough,2005
"Aluker, S.",usability inspection methods,2005
"Aluker, S.",bibliographic networks,2005
"Panjwani, G.",Cognitive Walkthrough,2005
"Panjwani, G.",usability inspection methods,2005
"Panjwani, G.",bibliographic networks,2005
"Proctor, J.",Cognitive Walkthrough,2005
"Proctor, J.",usability inspection methods,2005
"Proctor, J.",bibliographic networks,2005
"Sturtz, D.",Cognitive Walkthrough,2005
"Sturtz, D.",usability inspection methods,2005
"Sturtz, D.",bibliographic networks,2005
"Vukovic, M.",Cognitive Walkthrough,2005
"Vukovic, M.",usability inspection methods,2005
"Vukovic, M.",bibliographic networks,2005
"Chen, C.",Cognitive Walkthrough,2005
"Chen, C.",usability inspection methods,2005
"Chen, C.",bibliographic networks,2005
Kang Shi,browsing,2005
Kang Shi,distortion,2005
Kang Shi,hierarchy navigation,2005
Kang Shi,focus+context,2005
Kang Shi,drill-down,2005
Kang Shi,space-filling visualization,2005
Kang Shi,TreeMap,2005
Kang Shi,semantic zooming,2005
"Irani, P.",browsing,2005
"Irani, P.",distortion,2005
"Irani, P.",hierarchy navigation,2005
"Irani, P.",focus+context,2005
"Irani, P.",drill-down,2005
"Irani, P.",space-filling visualization,2005
"Irani, P.",TreeMap,2005
"Irani, P.",semantic zooming,2005
"Li, B.",browsing,2005
"Li, B.",distortion,2005
"Li, B.",hierarchy navigation,2005
"Li, B.",focus+context,2005
"Li, B.",drill-down,2005
"Li, B.",space-filling visualization,2005
"Li, B.",TreeMap,2005
"Li, B.",semantic zooming,2005
"Fanea, E.",Parallel Glyphs,2005
"Fanea, E.",parallel coordinates,2005
"Fanea, E.",star glyphs,2005
"Fanea, E.",multi-dimensional data sets,2005
"Fanea, E.",3D visualization,2005
"Carpendale, S.",Parallel Glyphs,2005
"Carpendale, S.",parallel coordinates,2005
"Carpendale, S.",star glyphs,2005
"Carpendale, S.",multi-dimensional data sets,2005
"Carpendale, S.",3D visualization,2005
"Isenberg, T.",Parallel Glyphs,2005
"Isenberg, T.",parallel coordinates,2005
"Isenberg, T.",star glyphs,2005
"Isenberg, T.",multi-dimensional data sets,2005
"Isenberg, T.",3D visualization,2005
Zhen Wen,intelligent multimodal interfaces,2005
Zhen Wen,visual context management,2005
Zhen Wen,automated generation of visualization,2005
Zhen Wen,visual momentum,2005
"Zhou, M.X.",intelligent multimodal interfaces,2005
"Zhou, M.X.",visual context management,2005
"Zhou, M.X.",automated generation of visualization,2005
"Zhou, M.X.",visual momentum,2005
"Aggarwal, V.",intelligent multimodal interfaces,2005
"Aggarwal, V.",visual context management,2005
"Aggarwal, V.",automated generation of visualization,2005
"Aggarwal, V.",visual momentum,2005
"Wattenberg, M.",Design Study,2005
"Wattenberg, M.",Time-Varying Data Visualization,2005
"Wattenberg, M.",Human-Computer Interaction,2005
"Dwyer, T.",Design Study,2005
"Dwyer, T.",Time-Varying Data Visualization,2005
"Dwyer, T.",Human-Computer Interaction,2005
"Koren, Y.",Design Study,2005
"Koren, Y.",Time-Varying Data Visualization,2005
"Koren, Y.",Human-Computer Interaction,2005
Pak Chung Wong,Graph Label Placement,2005
Pak Chung Wong,Dynamic Animation,2005
Pak Chung Wong,Graph Visualization,2005
Pak Chung Wong,Information Visualization,2005
"Mackey, P.",Graph Label Placement,2005
"Mackey, P.",Dynamic Animation,2005
"Mackey, P.",Graph Visualization,2005
"Mackey, P.",Information Visualization,2005
"Perrine, K.",Graph Label Placement,2005
"Perrine, K.",Dynamic Animation,2005
"Perrine, K.",Graph Visualization,2005
"Perrine, K.",Information Visualization,2005
"Eagan, J.",Graph Label Placement,2005
"Eagan, J.",Dynamic Animation,2005
"Eagan, J.",Graph Visualization,2005
"Eagan, J.",Information Visualization,2005
"Foote, H.",Graph Label Placement,2005
"Foote, H.",Dynamic Animation,2005
"Foote, H.",Graph Visualization,2005
"Foote, H.",Information Visualization,2005
"Thomas, J.",Graph Label Placement,2005
"Thomas, J.",Dynamic Animation,2005
"Thomas, J.",Graph Visualization,2005
"Thomas, J.",Information Visualization,2005
Shengdong Zhao,Elastic Hierarchies,2005
Shengdong Zhao,Treemaps,2005
Shengdong Zhao,node-link diagrams,2005
Shengdong Zhao,hybrids,2005
Shengdong Zhao,combinations,2005
Shengdong Zhao,overview+detail,2005
Shengdong Zhao,multiple views,2005
Shengdong Zhao,trees,2005
Shengdong Zhao,interaction techniques,2005
Shengdong Zhao,interactive visualization,2005
"McGuffin, M.J.",Elastic Hierarchies,2005
"McGuffin, M.J.",Treemaps,2005
"McGuffin, M.J.",node-link diagrams,2005
"McGuffin, M.J.",hybrids,2005
"McGuffin, M.J.",combinations,2005
"McGuffin, M.J.",overview+detail,2005
"McGuffin, M.J.",multiple views,2005
"McGuffin, M.J.",trees,2005
"McGuffin, M.J.",interaction techniques,2005
"McGuffin, M.J.",interactive visualization,2005
"Chignell, M.H.",Elastic Hierarchies,2005
"Chignell, M.H.",Treemaps,2005
"Chignell, M.H.",node-link diagrams,2005
"Chignell, M.H.",hybrids,2005
"Chignell, M.H.",combinations,2005
"Chignell, M.H.",overview+detail,2005
"Chignell, M.H.",multiple views,2005
"Chignell, M.H.",trees,2005
"Chignell, M.H.",interaction techniques,2005
"Chignell, M.H.",interactive visualization,2005
Doantam Phan,flow maps,2005
Doantam Phan,GIS,2005
Doantam Phan,hierarchical clustering,2005
Ling Xiao,flow maps,2005
Ling Xiao,GIS,2005
Ling Xiao,hierarchical clustering,2005
"Yeh, R.",flow maps,2005
"Yeh, R.",GIS,2005
"Yeh, R.",hierarchical clustering,2005
"Hanrahan, P.",flow maps,2005
"Hanrahan, P.",GIS,2005
"Hanrahan, P.",hierarchical clustering,2005
"Wilkinson, L.",visualization,2005
"Wilkinson, L.",statistical graphics,2005
"Anand, A.",visualization,2005
"Anand, A.",statistical graphics,2005
"Grossman, R.",visualization,2005
"Grossman, R.",statistical graphics,2005
"Brandes, U.",information visualization,2005
"Brandes, U.",text mining,2005
"Brandes, U.",event analysis,2005
"Brandes, U.",time-dependent visualization,2005
"Fleischer, D.",information visualization,2005
"Fleischer, D.",text mining,2005
"Fleischer, D.",event analysis,2005
"Fleischer, D.",time-dependent visualization,2005
"Lerner, J.",information visualization,2005
"Lerner, J.",text mining,2005
"Lerner, J.",event analysis,2005
"Lerner, J.",time-dependent visualization,2005
"Hao, M.C.",Information Visualization,2005
"Hao, M.C.",Time Series,2005
"Hao, M.C.",Space-Filling Layout Generation,2005
"Dayal, U.",Information Visualization,2005
"Dayal, U.",Time Series,2005
"Dayal, U.",Space-Filling Layout Generation,2005
"Keim, D.A.",Information Visualization,2005
"Keim, D.A.",Time Series,2005
"Keim, D.A.",Space-Filling Layout Generation,2005
"Schreck, T.",Information Visualization,2005
"Schreck, T.",Time Series,2005
"Schreck, T.",Space-Filling Layout Generation,2005
"Riehmann, P.",Sankey diagram,2005
"Riehmann, P.",flow diagram,2005
"Hanfler, M.",Sankey diagram,2005
"Hanfler, M.",flow diagram,2005
"Froehlich, B.",Sankey diagram,2005
"Froehlich, B.",flow diagram,2005
"McGuffin, M.J.",genealogy,2005
"McGuffin, M.J.",genealogies,2005
"McGuffin, M.J.",family trees,2005
"McGuffin, M.J.",kinship,2005
"McGuffin, M.J.",multi-trees,2005
"McGuffin, M.J.",graph drawing,2005
"McGuffin, M.J.",graph theory,2005
"McGuffin, M.J.",graph browsing and navigation,2005
"Balakrishnan, R.",genealogy,2005
"Balakrishnan, R.",genealogies,2005
"Balakrishnan, R.",family trees,2005
"Balakrishnan, R.",kinship,2005
"Balakrishnan, R.",multi-trees,2005
"Balakrishnan, R.",graph drawing,2005
"Balakrishnan, R.",graph theory,2005
"Balakrishnan, R.",graph browsing and navigation,2005
"Amar, R.",Analytic activity,2005
"Amar, R.",taxonomy,2005
"Amar, R.",knowledge discovery,2005
"Amar, R.",design,2005
"Amar, R.",evaluation,2005
"Eagan, J.",Analytic activity,2005
"Eagan, J.",taxonomy,2005
"Eagan, J.",knowledge discovery,2005
"Eagan, J.",design,2005
"Eagan, J.",evaluation,2005
"Stasko, J.",Analytic activity,2005
"Stasko, J.",taxonomy,2005
"Stasko, J.",knowledge discovery,2005
"Stasko, J.",design,2005
"Stasko, J.",evaluation,2005
"Chlan, E.B.",information visualization,2005
"Chlan, E.B.",multivariate visualization,2005
"Chlan, E.B.",distribution,2005
"Chlan, E.B.",aggregated data,2005
"Rheingans, P.",information visualization,2005
"Rheingans, P.",multivariate visualization,2005
"Rheingans, P.",distribution,2005
"Rheingans, P.",aggregated data,2005
"Bendix, F.",categorical data,2005
"Bendix, F.",meta information,2005
"Bendix, F.",interaction,2005
"Kosara, R.",categorical data,2005
"Kosara, R.",meta information,2005
"Kosara, R.",interaction,2005
"Hauser, H.",categorical data,2005
"Hauser, H.",meta information,2005
"Hauser, H.",interaction,2005
"Slack, J.",Focus+Context,2005
"Slack, J.",Information Visualization,2005
"Slack, J.",Real Time Rendering,2005
"Slack, J.",Progressive Rendering,2005
"Hildebrand, K.",Focus+Context,2005
"Hildebrand, K.",Information Visualization,2005
"Hildebrand, K.",Real Time Rendering,2005
"Hildebrand, K.",Progressive Rendering,2005
"Munzner, T.",Focus+Context,2005
"Munzner, T.",Information Visualization,2005
"Munzner, T.",Real Time Rendering,2005
"Munzner, T.",Progressive Rendering,2005
"Johansson, J.",Parallel coordinates,2005
"Johansson, J.",clustering,2005
"Johansson, J.",transfer function,2005
"Johansson, J.",feature animation,2005
"Ljung, P.",Parallel coordinates,2005
"Ljung, P.",clustering,2005
"Ljung, P.",transfer function,2005
"Ljung, P.",feature animation,2005
"Jern, M.",Parallel coordinates,2005
"Jern, M.",clustering,2005
"Jern, M.",transfer function,2005
"Jern, M.",feature animation,2005
"Cooper, M.",Parallel coordinates,2005
"Cooper, M.",clustering,2005
"Cooper, M.",transfer function,2005
"Cooper, M.",feature animation,2005
"Forsell, C.",multidimensional visualization,2005
"Forsell, C.",perception,2005
"Forsell, C.",3D glyphs,2005
"Seipel, S.",multidimensional visualization,2005
"Seipel, S.",perception,2005
"Seipel, S.",3D glyphs,2005
"Lind, M.",multidimensional visualization,2005
"Lind, M.",perception,2005
"Lind, M.",3D glyphs,2005
Poonam Shanbhag,Temporal visualization,2005
Poonam Shanbhag,time-dependent attributes,2005
Poonam Shanbhag,spatial data,2005
Poonam Shanbhag,multi-attribute visualization,2005
Poonam Shanbhag,resource allocation,2005
"Rheingans, P.",Temporal visualization,2005
"Rheingans, P.",time-dependent attributes,2005
"Rheingans, P.",spatial data,2005
"Rheingans, P.",multi-attribute visualization,2005
"Rheingans, P.",resource allocation,2005
"desJardins, M.",Temporal visualization,2005
"desJardins, M.",time-dependent attributes,2005
"desJardins, M.",spatial data,2005
"desJardins, M.",multi-attribute visualization,2005
"desJardins, M.",resource allocation,2005
"Lommerse, G.",source code visualization,2005
"Lommerse, G.",multiple views,2005
"Lommerse, G.",treemaps,2005
"Lommerse, G.",pixel-filling displays,2005
"Lommerse, G.",source code analysis,2005
"Nossin, F.",source code visualization,2005
"Nossin, F.",multiple views,2005
"Nossin, F.",treemaps,2005
"Nossin, F.",pixel-filling displays,2005
"Nossin, F.",source code analysis,2005
"Voinea, L.",source code visualization,2005
"Voinea, L.",multiple views,2005
"Voinea, L.",treemaps,2005
"Voinea, L.",pixel-filling displays,2005
"Voinea, L.",source code analysis,2005
"Telea, A.",source code visualization,2005
"Telea, A.",multiple views,2005
"Telea, A.",treemaps,2005
"Telea, A.",pixel-filling displays,2005
"Telea, A.",source code analysis,2005
"Hetzler, E.",Information Visualization,2005
"Hetzler, E.",Dynamic visualization,2005
"Hetzler, E.",User interaction design,2005
"Hetzler, E.",real-time updating,2005
"Crow, V.",Information Visualization,2005
"Crow, V.",Dynamic visualization,2005
"Crow, V.",User interaction design,2005
"Crow, V.",real-time updating,2005
"Payne, D.A.",Information Visualization,2005
"Payne, D.A.",Dynamic visualization,2005
"Payne, D.A.",User interaction design,2005
"Payne, D.A.",real-time updating,2005
"Turner, A.",Information Visualization,2005
"Turner, A.",Dynamic visualization,2005
"Turner, A.",User interaction design,2005
"Turner, A.",real-time updating,2005
"Saito, T.",pseudo color,2005
"Saito, T.",overview,2005
"Saito, T.",detail,2005
"Saito, T.",focus+context,2005
"Saito, T.",data density,2005
"Miyamura, H.N.",pseudo color,2005
"Miyamura, H.N.",overview,2005
"Miyamura, H.N.",detail,2005
"Miyamura, H.N.",focus+context,2005
"Miyamura, H.N.",data density,2005
"Yamamoto, M.",pseudo color,2005
"Yamamoto, M.",overview,2005
"Yamamoto, M.",detail,2005
"Yamamoto, M.",focus+context,2005
"Yamamoto, M.",data density,2005
"Saito, H.",pseudo color,2005
"Saito, H.",overview,2005
"Saito, H.",detail,2005
"Saito, H.",focus+context,2005
"Saito, H.",data density,2005
"Hoshiya, Y.",pseudo color,2005
"Hoshiya, Y.",overview,2005
"Hoshiya, Y.",detail,2005
"Hoshiya, Y.",focus+context,2005
"Hoshiya, Y.",data density,2005
"Kaseda, T.",pseudo color,2005
"Kaseda, T.",overview,2005
"Kaseda, T.",detail,2005
"Kaseda, T.",focus+context,2005
"Kaseda, T.",data density,2005
"Livnat, Y.",situation awareness,2005
"Livnat, Y.",network intrusion,2005
"Livnat, Y.",visualization,2005
"Agutter, J.",situation awareness,2005
"Agutter, J.",network intrusion,2005
"Agutter, J.",visualization,2005
Shaun Moon,situation awareness,2005
Shaun Moon,network intrusion,2005
Shaun Moon,visualization,2005
"Foresti, S.",situation awareness,2005
"Foresti, S.",network intrusion,2005
"Foresti, S.",visualization,2005
"Saraiya, P.",Graph visualization,2005
"Saraiya, P.",data overlay,2005
"Saraiya, P.",timeseries data analysis,2005
"Saraiya, P.",usability experiments,2005
"Lee, P.",Graph visualization,2005
"Lee, P.",data overlay,2005
"Lee, P.",timeseries data analysis,2005
"Lee, P.",usability experiments,2005
"North, C.",Graph visualization,2005
"North, C.",data overlay,2005
"North, C.",timeseries data analysis,2005
"North, C.",usability experiments,2005
"Weaver, C.",coordination,2005
"Weaver, C.",exploratory visualization,2005
"Weaver, C.",linked views,2005
"Weaver, C.",software visualization,2005
"Weaver, C.",metavisualization,2005
"Heer, J.",social networks,2005
"Heer, J.",visualization,2005
"Heer, J.",graphs,2005
"Heer, J.",community,2005
"Heer, J.",data mining,2005
"Heer, J.",exploration,2005
"Heer, J.",play,2005
"Boyd, D.",social networks,2005
"Boyd, D.",visualization,2005
"Boyd, D.",graphs,2005
"Boyd, D.",community,2005
"Boyd, D.",data mining,2005
"Boyd, D.",exploration,2005
"Boyd, D.",play,2005
"Balzer, M.",Voronoi Treemaps,2005
"Balzer, M.",Information Visualization,2005
"Balzer, M.",Hierarchies,2005
"Balzer, M.",Trees,2005
"Balzer, M.",Treemaps,2005
"Balzer, M.",Voronoi Tessellations,2005
"Deussen, O.",Voronoi Treemaps,2005
"Deussen, O.",Information Visualization,2005
"Deussen, O.",Hierarchies,2005
"Deussen, O.",Trees,2005
"Deussen, O.",Treemaps,2005
"Deussen, O.",Voronoi Tessellations,2005
"Zheng, X.",critical points,2005
"Zheng, X.",general tensors,2005
"Zheng, X.",symmetric tensors,2005
"Zheng, X.",degenerate tensors,2005
"Zheng, X.",tensor topology,2005
"Zheng, X.",topological lines,2005
"Zheng, X.",hyperstream-lines,2005
"Pang, A.",critical points,2005
"Pang, A.",general tensors,2005
"Pang, A.",symmetric tensors,2005
"Pang, A.",degenerate tensors,2005
"Pang, A.",tensor topology,2005
"Pang, A.",topological lines,2005
"Pang, A.",hyperstream-lines,2005
"Childs, H.",large data set visualization,2005
"Childs, H.",data flow networks,2005
"Childs, H.",contract-based system,2005
"Brugger, E.",large data set visualization,2005
"Brugger, E.",data flow networks,2005
"Brugger, E.",contract-based system,2005
"Bonnell, K.",large data set visualization,2005
"Bonnell, K.",data flow networks,2005
"Bonnell, K.",contract-based system,2005
"Meredith, J.",large data set visualization,2005
"Meredith, J.",data flow networks,2005
"Meredith, J.",contract-based system,2005
"Miller, M.",large data set visualization,2005
"Miller, M.",data flow networks,2005
"Miller, M.",contract-based system,2005
"Whitlock, B.",large data set visualization,2005
"Whitlock, B.",data flow networks,2005
"Whitlock, B.",contract-based system,2005
"Max, N.",large data set visualization,2005
"Max, N.",data flow networks,2005
"Max, N.",contract-based system,2005
"Takahashi, S.",viewpoint selection,2005
"Takahashi, S.",viewpoint entropy,2005
"Takahashi, S.",direct volume rendering,2005
"Takahashi, S.",interval volumes,2005
"Takahashi, S.",level-set graphs,2005
"Fujishiro, I.",viewpoint selection,2005
"Fujishiro, I.",viewpoint entropy,2005
"Fujishiro, I.",direct volume rendering,2005
"Fujishiro, I.",interval volumes,2005
"Fujishiro, I.",level-set graphs,2005
"Takeshima, Y.",viewpoint selection,2005
"Takeshima, Y.",viewpoint entropy,2005
"Takeshima, Y.",direct volume rendering,2005
"Takeshima, Y.",interval volumes,2005
"Takeshima, Y.",level-set graphs,2005
"Nishita, T.",viewpoint selection,2005
"Nishita, T.",viewpoint entropy,2005
"Nishita, T.",direct volume rendering,2005
"Nishita, T.",interval volumes,2005
"Nishita, T.",level-set graphs,2005
"Konieczny, J.",visualization,2005
"Konieczny, J.",virtual reality,2005
"Konieczny, J.",user interfaces,2005
"Konieczny, J.",projectors,2005
"Konieczny, J.",volume rendering,2005
"Konieczny, J.",curved sections,2005
"Shimizu, C.",visualization,2005
"Shimizu, C.",virtual reality,2005
"Shimizu, C.",user interfaces,2005
"Shimizu, C.",projectors,2005
"Shimizu, C.",volume rendering,2005
"Shimizu, C.",curved sections,2005
"Meyer, G.",visualization,2005
"Meyer, G.",virtual reality,2005
"Meyer, G.",user interfaces,2005
"Meyer, G.",projectors,2005
"Meyer, G.",volume rendering,2005
"Meyer, G.",curved sections,2005
"Colucci, D.",visualization,2005
"Colucci, D.",virtual reality,2005
"Colucci, D.",user interfaces,2005
"Colucci, D.",projectors,2005
"Colucci, D.",volume rendering,2005
"Colucci, D.",curved sections,2005
"Allard, J.",Distributed Rendering,2005
"Allard, J.",Shaders,2005
"Allard, J.",Volume Rendering,2005
"Raffin, B.",Distributed Rendering,2005
"Raffin, B.",Shaders,2005
"Raffin, B.",Volume Rendering,2005
"Cignoni, P.",Distributed Rendering,2005
"Cignoni, P.",Shaders,2005
"Cignoni, P.",Volume Rendering,2005
"Ganovelli, F.",Distributed Rendering,2005
"Ganovelli, F.",Shaders,2005
"Ganovelli, F.",Volume Rendering,2005
"Gobbetti, E.",Distributed Rendering,2005
"Gobbetti, E.",Shaders,2005
"Gobbetti, E.",Volume Rendering,2005
"Marton, F.",Distributed Rendering,2005
"Marton, F.",Shaders,2005
"Marton, F.",Volume Rendering,2005
"Ponchio, F.",Distributed Rendering,2005
"Ponchio, F.",Shaders,2005
"Ponchio, F.",Volume Rendering,2005
"Scopigno, R.",Distributed Rendering,2005
"Scopigno, R.",Shaders,2005
"Scopigno, R.",Volume Rendering,2005
"Bekins, D.",Distributed Rendering,2005
"Bekins, D.",Shaders,2005
"Bekins, D.",Volume Rendering,2005
"Aliaga, D.",Distributed Rendering,2005
"Aliaga, D.",Shaders,2005
"Aliaga, D.",Volume Rendering,2005
"Cavin, X.",cluster-based visualization,2005
"Cavin, X.",sort-last rendering,2005
"Cavin, X.",parallel image compositing,2005
"Mion, C.",cluster-based visualization,2005
"Mion, C.",sort-last rendering,2005
"Mion, C.",parallel image compositing,2005
"Filbois, A.",cluster-based visualization,2005
"Filbois, A.",sort-last rendering,2005
"Filbois, A.",parallel image compositing,2005
"Cornea, N.D.",skeleton,2005
"Cornea, N.D.",curve-skeleton,2005
"Silver, D.",skeleton,2005
"Silver, D.",curve-skeleton,2005
"Min, P.",skeleton,2005
"Min, P.",curve-skeleton,2005
"Correa, C.",Dataset traversal,2005
"Correa, C.",illustrative visualization,2005
"Correa, C.",volume manipulation,2005
"Correa, C.",animation,2005
"Correa, C.",transfer functions,2005
"Silver, D.",Dataset traversal,2005
"Silver, D.",illustrative visualization,2005
"Silver, D.",volume manipulation,2005
"Silver, D.",animation,2005
"Silver, D.",transfer functions,2005
"Linsen, L.",interactive visual exploration,2005
"Linsen, L.",hierarchical data representation,2005
"Linsen, L.",visualization in bioinformatics,2005
"Linsen, L.",proteomics,2005
"Locherbach, J.",interactive visual exploration,2005
"Locherbach, J.",hierarchical data representation,2005
"Locherbach, J.",visualization in bioinformatics,2005
"Locherbach, J.",proteomics,2005
"Berth, M.",interactive visual exploration,2005
"Berth, M.",hierarchical data representation,2005
"Berth, M.",visualization in bioinformatics,2005
"Berth, M.",proteomics,2005
"Bernhardt, J.",interactive visual exploration,2005
"Bernhardt, J.",hierarchical data representation,2005
"Bernhardt, J.",visualization in bioinformatics,2005
"Bernhardt, J.",proteomics,2005
"Becher, D.",interactive visual exploration,2005
"Becher, D.",hierarchical data representation,2005
"Becher, D.",visualization in bioinformatics,2005
"Becher, D.",proteomics,2005
"Gao, J.",large data visualization,2005
"Gao, J.",distributed storage,2005
"Gao, J.",logistical networking,2005
"Gao, J.",visibility culling,2005
"Gao, J.",volume rendering,2005
"Gao, J.",multiresolution rendering,2005
"Huang, J.",large data visualization,2005
"Huang, J.",distributed storage,2005
